"","C_1","C_2","C_3","C_4","C_5","C_6","C_7","C_8","C_9","C_10","C_11","C_12","C_13","C_14","C_15","C_16","C_17","C_18","C_19","C_20","C_21","C_22","C_23","C_24","C_25","C_26","C_27","C_28","C_29","C_30","C_31","C_32","C_33","C_34","C_35","C_36","C_37","C_38","C_39","C_40","C_41","C_42","C_43","C_44","C_45","C_46","C_47","C_48","C_49","C_50","C_51","C_52","C_53","C_54","C_55","C_56","C_57","C_58","C_59","C_60","C_61","C_62","C_63","C_64","C_65","C_66","C_67","C_68","C_69","C_70","C_71","C_72","C_73","C_74","C_75","C_76","C_77","C_78","C_79","C_80","C_81","C_82","C_83","C_84","C_85","C_86","C_87","C_88","C_89","C_90","C_91","C_92","C_93","C_94","C_95","C_96","C_97","C_98","C_99","C_100","C_101","C_102","C_103","C_104","C_105","C_106","C_107","C_108","C_109","C_110","C_111","C_112","C_113","C_114","C_115","C_116","C_117","C_118","C_119","C_120","C_121","C_122","C_123","C_124","C_125","C_126","C_127","C_128","C_129","C_130","C_131","C_132","C_133","C_134","C_135","C_136","C_137","C_138","C_139","C_140","C_141","C_142","C_143","C_144","C_145","C_146","C_147","C_148","C_149","C_150","C_151","C_152","C_153","C_154","C_155","C_156","C_157","C_158","C_159","C_160","C_161","C_162","C_163","C_164","C_165","C_166","C_167","C_168","C_169","C_170","C_171","C_172","C_173","C_174","C_175","C_176","C_177","C_178","C_179","C_180","C_181","C_182","C_183","C_184","C_185","C_186","C_187","C_188","C_189","C_190","C_191","C_192","C_193","C_194","C_195","C_196","C_197","C_198","C_199","C_200","C_201","C_202","C_203","C_204","C_205","C_206","C_207","C_208","C_209","C_210","C_211","C_212","C_213","C_214","C_215","C_216","C_217","C_218","C_219","C_220","C_221","C_222","C_223","C_224","C_225","C_226","C_227","C_228","C_229","C_230","C_231","C_232","C_233","C_234","C_235","C_236","C_237","C_238","C_239","C_240","C_241","C_242","C_243","C_244","C_245","C_246","C_247","C_248","C_249","C_250","C_251","C_252","C_253","C_254","C_255","C_256","C_257","C_258","C_259","C_260","C_261","C_262","C_263","C_264","C_265","C_266","C_267","C_268","C_269","C_270","C_271","C_272","C_273","C_274","C_275","C_276","C_277","C_278","C_279","C_280","C_281","C_282","C_283","C_284","C_285","C_286","C_287","C_288","C_289","C_290","C_291","C_292","C_293","C_294","C_295","C_296","C_297","C_298","C_299","C_300","C_301","C_302","C_303","C_304","C_305","C_306","C_307","C_308","C_309","C_310","C_311","C_312","C_313","C_314","C_315","C_316","C_317","C_318","C_319","C_320","C_321","C_322","C_323","C_324","C_325","C_326","C_327","C_328","C_329","C_330","C_331","C_332","C_333","C_334","C_335","C_336","C_337","C_338","C_339","C_340","C_341","C_342","C_343","C_344","C_345","C_346","C_347","C_348","C_349","C_350","C_351","C_352","C_353","C_354","C_355","C_356","C_357","C_358","C_359","C_360","C_361","C_362","C_363","C_364","C_365","C_366","C_367","C_368","C_369","C_370","C_371","C_372","C_373","C_374","C_375","C_376","C_377","C_378","C_379","C_380","C_381","C_382","C_383","C_384","C_385","C_386","C_387","C_388","C_389","C_390","C_391","C_392","C_393","C_394","C_395","C_396","C_397","C_398","C_399","C_400","C_401","C_402","C_403","C_404","C_405","C_406","C_407","C_408"
"Usp18",0,0,0,0,0,0,0,0,1688,0,0,202,0,294,0,0,0,4908,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,104,6,0,658,0,0,0,0,0,0,436,0,0,0,0,1,0,0,0,0,1,0,0,118,0,965,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,227,140,0,0,0,2116,0,0,0,0,6,0,0,0,809,0,0,627,0,0,1,110,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437,0,0,0,0,40,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,73,108,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,1,1,19,0,0,91,0,0,0,0,0,0,24,0,0,28,11,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,0,0,1,93,0,1169,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,2,1307,47,242,1687,6,178,0,0,0,0,14,0,0,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1163,272,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,3,0,0,10,13,0,0,6,0,71,711,0,11,0,999,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,1,0,0,0,1,56,0,208,0,0,1015,1,0,80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47,0,0,0,0,215,0,4163,0,0,0,0,0,0,0,0,25,0,0
"Lrg1",0,0,0,0,0,0,191,0,0,0,0,321,1,0,0,137,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,1156,0,0,990,0,0,0,274,0,0,0,319,0,0,0,0,378,0,0,0,0,0,0,2,0,22,368,0,0,0,0,1117,623,0,0,661,0,0,0,0,565,0,0,0,0,408,0,0,1510,0,0,0,35,0,0,177,0,0,0,450,3999,0,1,0,78,0,0,34,1141,0,0,0,133,0,0,1,0,0,0,99,0,0,51,0,0,265,0,0,0,0,0,0,5328,0,24,0,0,0,857,0,0,274,0,0,0,0,46,0,0,0,0,4,0,0,0,0,0,0,0,1595,0,0,0,0,0,0,0,0,165,0,0,0,0,102,0,0,54,0,1,195,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,262,3923,0,0,0,0,0,0,131,0,0,0,88,0,0,1,0,0,0,0,0,0,0,33,0,65,0,0,13,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,32,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,91,0,0,0,0,114,0,0,0,1347,13,0,0,0,0,0,132,0,0,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,111,0,0,0,3,0,0,0,191,0,1171,0,0,198,0,0,256,0,0,0,0,87,0,0,0,0,0,0,0,0,0,310,0,0,0,945,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,44,0,0,266,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,515,0,1,0,0,0,69,0,0,0,45,0,0,56,0,0
"Csf2rb",0,178,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,1208,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,22,0,484,33,175,0,0,0,10,61,0,0,236,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,292,43,427,0,0,419,0,0,0,2,188,0,0,1980,0,0,0,0,0,0,0,0,0,0,0,1,5,0,886,0,23,0,0,0,0,0,6541,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,119,0,0,0,0,1,0,0,403,0,1,1,0,0,0,3562,0,0,1,1,0,0,0,1,0,0,360,1,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,1423,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,288,1,0,0,0,0,0,0,0,0,0,11,885,1214,0,0,0,0,14,0,1,0,154,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,3,0,1,0,0,0,0,0,0,0,22,0,0,562,4,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,0,0,183,6,157,0,0,4,0,1,142,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0,319,0,0,0,0,0,0,7,0,276,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,212,1,0,39,0,0,0,443,0,0,0,0,0,0,0,0,0,0,0,755,0,0,0,7,0,0,0,0,1,0,1335,0,0,529,23,0,0,0,0,0,0,0,0,0,406,0,3,1315,0,0,0,37,0,0,1684,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3216,0,0,0,0,0,9,0,0,0,16,0,0,0,3,170,0,0,0
"Cd72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,1416,0,0,0,0,0,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,9,0,0,0,0,0,290,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igfbp4",3157,0,2413,134,375,0,0,6,0,1,0,0,0,7392,0,239,1,0,0,0,0,0,0,0,1,35056,0,1,0,77,0,0,136,5086,0,1944,0,145,533,350,0,7,0,3,0,0,0,0,121,0,0,2,3,0,1,622,2,0,751,0,0,0,0,0,0,0,0,1171,0,0,0,0,0,5109,1,0,0,619,1,0,0,388,0,0,30,1,0,0,0,0,0,229,1968,0,1616,0,177,8,0,0,0,83,565,0,0,0,3582,0,1,5011,2862,27,0,1,85,6313,0,90,82,3,0,0,1,0,384,5402,379,0,1,0,2124,0,0,5,0,47,154,8272,116,1387,0,1478,1354,1,3,8745,160,0,1,286,0,0,0,1,1,0,0,0,0,0,200,0,0,4284,0,118,0,0,130,0,37,176,2365,1345,101,0,0,56,0,0,0,0,136,0,0,0,0,0,96,1235,3486,0,0,4538,0,293,20,0,0,346,182,11869,0,0,1,0,0,0,0,4108,0,15,0,0,2,2,81,0,11016,0,0,88,0,396,0,18,1183,4,0,0,0,0,0,0,6,0,0,1086,291,3271,0,3925,0,1666,1178,0,8,28,0,2874,4,99,0,0,0,0,72,0,147,0,1952,56,1,276,0,1,13,0,1,82,0,0,0,0,32,0,5,0,0,0,1,0,11249,0,0,370,0,69,0,1089,0,1,9,27,1,0,434,0,0,0,1,2,146,0,0,0,0,103,1,1617,0,193,1,0,0,73,0,0,0,0,0,1,1,76,0,0,0,0,79,1,0,26,0,1,0,73,1044,0,75,946,2950,0,203,0,1228,0,0,266,0,0,29,0,0,0,26,0,0,1456,0,0,0,1147,0,0,146,1,2,12,0,0,0,2392,0,0,17,0,0,0,2,0,119,0,0,1762,0,552,0,44,19,0,1268,619,0,1244,85,0,0,942,53,0,1286,0,0,0,0,0,3287,0
"Faim3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,48,0,0,0,0,1622,0,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,38,0,0,1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xpnpep2",474,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1978,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,678,0,0,0,3,0,0,0,1670,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,111,0,0,10,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0,0,1,0,0,0,0,0,0,0,143,0,0,0,0,0,0,7,142,0,0,0,0,0,0,0,0,516,0,0,0,0,0,0,0
"Eno3",0,0,0,0,0,0,0,0,820,0,0,0,0,0,0,0,0,0,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,205,0,0,246,0,0,189,1,0,0,0,20,0,0,13,0,0,0,232,0,0,0,0,0,0,1,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116,2,0,0,0,0,0,0,0,0,0,93,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,128,0,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,2,0,1,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,1,0,0,0,3,0,1,0,0,0,0,0,0,24,0,0,0,33,0,0,0,54,0,0,0,0,0,0,0,0,0,0,603,0,0,1794,0,0,0,2310,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,460,0,0,3474,6,0,0,0,0,0,0,0,0,0,0,0,0,0,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0
"Ctnnal1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,843,0,0,0,34,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eml1",0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944,0,0,0,0,0,0,0,188,0,0,0,0,98,108,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,251,0,65,0,0,0,0,0,1065,64,0,0,0,0,0,52,2582,0,0,6,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,32,459,0,94,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1083,2739,1880,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,233,11,14,2,0,0,0,0,0,216,0,37,0,0,0,0,0,1272,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,0,37,0,1,0,0,0,0,0,24,0,0,0,1083,0,0,578,0,0,0,1,0,5,0,407,0,0,0,0,0,7440,22,0,69,0,743,0,0,61,0,0,52,0,0,31,0,0,0,0,26,106,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,18,0,0,0,15,0,0,0,0,156,0,0,0,0,51,18,144,0,15,0,0,0,0,0,0,0,101,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,816,0,0,0,0,35,0,126,2685,84,0,0,0,0,0,2,0,1,0,0,1944,0,0,0,0,0,0,0,0,9,14,0,0,22,0,0,0,0,87,0,0,0,0,0,0,34,0,0,5,0,3,0,0,0,0,0,57,0,6,0,0,0,104,2,0,0,0,0,0,6,0,0,0
"Epb4.1",0,321,0,27,15,0,6,0,180,24,1,0,0,9,0,3,0,125,0,0,0,582,168,607,451,0,1,3,2,0,0,24,1,6,11,18,0,0,9,0,0,0,71,0,0,0,0,27,0,126,598,0,0,0,23,0,0,7,40,4,0,1,0,35,182,0,483,0,0,236,0,134,0,0,33,1,241,1,0,407,0,0,0,103,0,1,26,0,363,0,0,0,71,2,0,9,0,3,2,108,0,0,0,0,0,0,1,20,1912,0,0,1,0,0,4,76,0,2,0,0,56,0,0,0,59,0,0,161,0,544,0,0,0,0,80,4,0,0,10,0,0,0,0,0,0,211,0,0,0,3,0,0,9,0,10,528,0,75,285,0,1,0,0,0,0,2,0,0,0,0,0,0,0,27,0,0,101,0,94,322,7718,487,0,725,0,0,0,0,0,53,0,2,209,33,210,0,33,0,0,1,0,6,0,122,691,64,0,5230,0,0,129,0,0,19,0,0,0,0,64,0,0,0,0,0,31,1,0,0,2,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,445,0,3,0,0,332,2,2,0,2,0,47,0,0,0,0,0,216,0,0,0,1,0,351,106,762,0,0,0,355,0,0,0,0,0,2,0,528,0,0,0,0,0,0,365,0,41,0,0,0,524,0,2,14,0,0,200,6,0,0,18,0,0,0,0,1,0,0,26,11,0,0,0,0,3,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1700,0,48,0,0,727,0,0,0,0,0,0,0,70,2,99,0,0,0,108,83,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,4,0,13,805,0,0,0,20,23,8,3,0,0,7,0,0
"1500015O10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,212,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2628,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mmp23",0,0,377,0,0,0,0,0,0,0,0,0,0,1357,0,0,1,0,0,0,0,0,0,0,0,2785,0,0,0,3,0,0,0,925,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,3431,0,0,50,0,0,0,18,121,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1277,0,0,0,0,0,334,0,0,0,0,0,1708,0,181,0,44,0,0,0,6418,0,0,0,795,0,0,0,0,0,0,1,0,0,1,0,0,0,4432,0,0,0,0,0,0,0,0,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,431,0,20,0,0,0,5,0,921,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,1543,0,0,0,0,45,0,0,87,1,0,0,1,0,0,0,1206,0,0,0,735,0,0,287,0,0,0,0,0,0,0,1710,0,0,0,0,0,0,0,1,167,0,2211,0,0,186,0,0,0,0,0,102,0,0,0,0,43,0,0,0,0,0,0,0,4593,0,0,0,2,0,0,1115,0,0,11,0,0,325,0,0,0,1,0,0,0,0,0,0,0,0,0,2385,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,32,841,0,0,0,532,0,0,0,1264,0,0,0,20,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,993,0,0,0,0,0,0,0,0,0,105,0,537,0,588,0,0,3,0,264,166,0,116,0,0,0,143,0,0,2094,0,0,0,0,0,0,1
"Plxdc2",36,0,433,0,0,0,1,0,0,0,82,0,0,20,0,1,0,0,0,0,12,0,0,0,0,2105,6,0,0,1,0,0,0,147,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,773,6,0,1,1,0,888,0,0,0,0,0,26,0,0,0,799,0,0,0,8,0,146,0,0,3197,550,0,4,0,0,1,74,1155,0,0,0,1236,0,0,140,0,0,0,0,0,4160,0,0,0,7,0,0,0,0,0,3606,3,0,0,0,292,8,0,0,0,0,24,1,0,201,1,590,0,0,0,6539,1,0,0,700,223,0,0,0,0,0,469,466,0,0,0,0,0,887,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,9,64,0,2807,0,7,1,0,0,8,0,1024,0,0,0,0,0,0,0,2517,0,0,0,0,0,1,0,2101,2,0,0,0,0,409,0,0,119,0,0,0,0,0,110,1,957,0,0,1,247,343,0,322,0,0,0,0,0,0,0,7738,0,0,0,0,0,0,0,0,53,0,603,0,0,75,0,0,0,0,0,57,0,1,0,0,24,1,0,0,0,0,0,0,2374,0,0,0,0,0,0,859,0,0,11,0,1,0,288,0,0,0,0,0,2,0,0,0,0,0,0,1242,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1228,0,0,722,779,0,0,0,111,1,0,451,0,0,0,0,36,0,0,0,0,1119,0,0,1,92,0,0,3,0,0,0,0,0,0,1276,3,2,0,0,0,0,0,0,0,84,0,20,1,73,0,0,0,0,60,21,0,1259,0,0,0,327,0,0,2542,0,0,1,0,0,198,0
